Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,TSTGroupID,TSTMin,TSTMax,TransitionGroupID,TransitionMultiplierTypeID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Coniferous Old [Type],,0.0011,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Coniferous Young [Type],,0.0117,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Deciduous Medium [Type],,0.0001,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Deciduous Old [Type],,0.0000,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Deciduous Young [Type],,0.0001,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Mixed Medium [Type],,0.0129,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Mixed Old [Type],,0.0000,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Medium->Forest:Mixed Young [Type],,0.0154,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Coniferous Medium [Type],,0.0231,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Coniferous Young [Type],,0.0026,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Deciduous Medium [Type],,0.0005,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Deciduous Old [Type],,0.0000,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Deciduous Young [Type],,0.0000,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Mixed Medium [Type],,0.0213,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Mixed Old [Type],,0.0007,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Old->Forest:Mixed Young [Type],,0.0071,,,,,
,2010,,,18,,,,,,,Forest:Coniferous Young->Forest:Coniferous Medium [Type],,0.0000,,,,,
